consent,focus_duration_single_task,main_distractions_multi,tired_even_without_hard_work,frustration_cant_stay_focused,busy_all_day_accomplish_little,behaviour_alignment,values_alignment_focus_effect,distraction_strategies_multi,focus_improvement_change_open,lose_focus_feeling_one_word,age_group,gender,work_status,country,values_top3_confidence,values_top3_open_1,values_top3_open_2,values_top3_open_3
yes,21_30_minutes,background_noise_environment;colleagues_family_friends;internal_thoughts_worries,rarely,sometimes,sometimes,very_strongly_aligned,somewhat_more_focused,aligning_tasks_with_priorities_values;taking_breaks_exercise;working_in_quiet_spaces,"Quite probably retiring!  As we age, it becomes harder to focus on several tasks at once.  This doesn't happen all the time, and there are days where I feel extremely focused, however removing my job would help.  And lists!  I always have a lot of lists, so condensing these and making them more useful would help.",Frustrated,age_55_plus,woman,employed_full_time,uk,somewhat,kindness_compassion,honesty,loyalty
yes,more_than_30_minutes,background_noise_environment;colleagues_family_friends;internal_thoughts_worries,rarely,rarely,sometimes,somewhat_aligned,somewhat_more_focused,aligning_tasks_with_priorities_values;silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,The ability to be able to stay focused even when the task is extremely boring or unpleasant,uninterested,age_35_44,woman,employed_full_time,us,yes_definitely,,family,
yes,more_than_30_minutes,colleagues_family_friends;smartphone_notifications;social_media_scrolling,rarely,often,often,somewhat_aligned,much_more_focused_energized,taking_breaks_exercise;working_in_quiet_spaces,The ability to put worries to the back of my mind.,Frustrated,age_45_54,woman,employed_full_time,uk,somewhat,honesty,kindness_compassion,
yes,11_20_minutes,email_messaging_apps;multitasking_switching_tasks;smartphone_notifications,sometimes,sometimes,sometimes,somewhat_aligned,much_more_focused_energized,aligning_tasks_with_priorities_values;silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,Minimise interactions with phone,anxious,age_25_34,woman,employed_full_time,au,somewhat,loyalty,,
yes,5_10_minutes,background_noise_environment;multitasking_switching_tasks;social_media_scrolling,almost_always,almost_always,often,somewhat_aligned,somewhat_more_focused,none_of_the_above,Finding enjoymemt,Depressed,age_45_54,woman,employed_full_time,au,yes_definitely,honesty,trust,fairness
yes,more_than_30_minutes,email_messaging_apps;multitasking_switching_tasks;smartphone_notifications,sometimes,rarely,sometimes,somewhat_aligned,neutral,silencing_notifications;taking_breaks_exercise,limit when i read and reply to emails,aware,age_35_44,man,employed_full_time,uk,somewhat,,integrity,honesty
yes,21_30_minutes,background_noise_environment;colleagues_family_friends;email_messaging_apps,almost_always,almost_always,almost_always,somewhat_aligned,somewhat_more_focused,aligning_tasks_with_priorities_values;taking_breaks_exercise;working_in_quiet_spaces,Be more focused on important tasks and relationships.,"Dissapointed, sad.",age_25_34,man,student,uk,yes_definitely,honesty,,honesty
yes,5_10_minutes,background_noise_environment;colleagues_family_friends;social_media_scrolling,almost_always,almost_always,often,somewhat_aligned,somewhat_more_focused,working_in_quiet_spaces,My ability to focus on tasks I dont find interesting,Frustrated,age_25_34,woman,employed_full_time,uk,not_really,kindness_compassion,kindness_compassion,
yes,5_10_minutes,background_noise_environment;colleagues_family_friends;social_media_scrolling,sometimes,almost_always,often,somewhat_aligned,somewhat_more_focused,silencing_notifications;taking_breaks_exercise,Remove my phone from the situation,Frustrated,age_25_34,woman,employed_full_time,uk,not_really,family,,
yes,11_20_minutes,colleagues_family_friends;smartphone_notifications;social_media_scrolling,almost_always,almost_always,almost_always,somewhat_misaligned,much_more_focused_energized,aligning_tasks_with_priorities_values;silencing_notifications;taking_breaks_exercise,That I would have more willpower. I read a lot and sometimes I take a quick break to say reply to a friend and before I know I'm on TikTok. I just wish I had more willpower to delete the app and never use ut,Frustrated,age_25_34,woman,employed_full_time,uk,yes_definitely,family,,
yes,more_than_30_minutes,colleagues_family_friends;email_messaging_apps;smartphone_notifications,sometimes,sometimes,often,somewhat_misaligned,somewhat_more_focused,taking_breaks_exercise;working_in_quiet_spaces,A zone where it was guaranteed to be silent around me. Without phones to distracted,Overwhelmed,age_25_34,man,employed_full_time,uk,not_really,family,integrity,
yes,21_30_minutes,email_messaging_apps;internal_thoughts_worries;multitasking_switching_tasks,sometimes,sometimes,sometimes,somewhat_misaligned,much_more_focused_energized,aligning_tasks_with_priorities_values;taking_breaks_exercise;working_in_quiet_spaces,I would lock myself in a room with no distractions at all.,Away,age_45_54,woman,employed_part_time,uk,yes_definitely,integrity,honesty,honesty
yes,21_30_minutes,multitasking_switching_tasks,rarely,sometimes,sometimes,somewhat_aligned,much_more_focused_energized,aligning_tasks_with_priorities_values;taking_breaks_exercise;working_in_quiet_spaces,Increased determination to get started on tasks.,Disappointed,age_55_plus,woman,other,uk,somewhat,integrity,trust,
yes,more_than_30_minutes,email_messaging_apps;multitasking_switching_tasks;other,rarely,rarely,rarely,somewhat_aligned,somewhat_more_focused,aligning_tasks_with_priorities_values;taking_breaks_exercise,"Getting started is usually the thing, actually. I often want to do something, or I've looked forward to it, but then I'll put it off. If I understood why I do this, I think I'd be a wiser and happier person, but it still doesn't stop me doing it.",Weary,age_45_54,man,employed_full_time,uk,somewhat,integrity,,
yes,more_than_30_minutes,background_noise_environment;internal_thoughts_worries,sometimes,often,often,neutral,somewhat_more_focused,silencing_notifications,A quiet place to live.,Frustrated,age_55_plus,man,unemployed,uk,not_really,honesty,,
yes,more_than_30_minutes,background_noise_environment;internal_thoughts_worries;multitasking_switching_tasks,often,sometimes,sometimes,very_strongly_aligned,much_more_focused_energized,aligning_tasks_with_priorities_values;taking_breaks_exercise;working_in_quiet_spaces,To be able to have complete peace without  other people causing noise,frustrated,age_55_plus,woman,self_employed,uk,somewhat,honesty,loyalty,hard_work_diligence
yes,21_30_minutes,colleagues_family_friends;email_messaging_apps;internal_thoughts_worries,often,sometimes,rarely,somewhat_aligned,somewhat_more_focused,scheduling_focus_time_timers;silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,"Office space, people more spread out",Frustrated,age_55_plus,woman,employed_full_time,uk,somewhat,honesty,,
yes,21_30_minutes,background_noise_environment;colleagues_family_friends;internal_thoughts_worries,sometimes,sometimes,sometimes,somewhat_aligned,somewhat_more_focused,taking_breaks_exercise;working_in_quiet_spaces,try to get a decent nights sleep,inattentive,age_55_plus,woman,employed_full_time,uk,yes_definitely,honesty,,
yes,21_30_minutes,colleagues_family_friends;email_messaging_apps;smartphone_notifications,sometimes,sometimes,often,neutral,somewhat_more_focused,scheduling_focus_time_timers;taking_breaks_exercise,silence phone and notifications,Failure,age_45_54,woman,employed_full_time,uk,yes_definitely,honesty,kindness_compassion,hard_work_diligence
yes,more_than_30_minutes,colleagues_family_friends;email_messaging_apps;multitasking_switching_tasks,rarely,sometimes,rarely,somewhat_aligned,somewhat_more_focused,aligning_tasks_with_priorities_values;taking_breaks_exercise,less interaction with people as I love to talk,overwhelemed,age_35_44,woman,employed_full_time,uk,somewhat,family,fairness,
yes,21_30_minutes,email_messaging_apps;internal_thoughts_worries;multitasking_switching_tasks,sometimes,often,almost_always,somewhat_misaligned,much_more_focused_energized,aligning_tasks_with_priorities_values;scheduling_focus_time_timers;taking_breaks_exercise;working_in_quiet_spaces,"I would just like to focus on one task at a time and for my mind to not wander to the next task, or think about emails, for example, although I think it does that to help me get through the task.",Frustrated,age_35_44,man,employed_full_time,uk,somewhat,kindness_compassion,,honesty
yes,11_20_minutes,background_noise_environment;multitasking_switching_tasks,rarely,rarely,rarely,somewhat_aligned,somewhat_more_focused,aligning_tasks_with_priorities_values,Working in a quieter environment,Frustrated,age_55_plus,man,employed_full_time,uk,somewhat,honesty,loyalty,
yes,5_10_minutes,background_noise_environment;internal_thoughts_worries;social_media_scrolling,almost_always,often,often,somewhat_aligned,no_difference,silencing_notifications;using_apps_block_distractions;working_in_quiet_spaces,I would like to find a way that consistentlly works,Useless,age_25_34,woman,self_employed,uk,somewhat,loyalty,kindness_compassion,kindness_compassion
yes,11_20_minutes,background_noise_environment;email_messaging_apps;social_media_scrolling,sometimes,sometimes,sometimes,somewhat_aligned,much_more_focused_energized,none_of_the_above,Be in a better environment,Harried,age_25_34,woman,unemployed,uk,somewhat,loyalty,,
yes,more_than_30_minutes,smartphone_notifications,rarely,sometimes,rarely,neutral,no_difference,silencing_notifications;taking_breaks_exercise,I would make it so I can focus on boring tasks for longer without seeking entertainment elsewhere,Bored,age_25_34,man,employed_full_time,uk,yes_definitely,,,
yes,21_30_minutes,email_messaging_apps;multitasking_switching_tasks;smartphone_notifications,sometimes,sometimes,often,somewhat_aligned,somewhat_more_focused,aligning_tasks_with_priorities_values;taking_breaks_exercise;working_in_quiet_spaces,Stop worrying,Frustrated,age_55_plus,man,other,uk,somewhat,,kindness_compassion,integrity
yes,21_30_minutes,internal_thoughts_worries;multitasking_switching_tasks;other,often,often,sometimes,neutral,much_more_focused_energized,aligning_tasks_with_priorities_values;taking_breaks_exercise;working_in_quiet_spaces,Live alone. Many of the tasks I do daily are tidying up after others or decorating to clean up the mess/marks left by other members of the household.,Frustrated.,age_55_plus,woman,other,uk,somewhat,,fairness,
yes,more_than_30_minutes,multitasking_switching_tasks;smartphone_notifications;social_media_scrolling,sometimes,often,often,somewhat_misaligned,much_more_focused_energized,silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,"Digital detox, no smartphone",Frustrated,age_35_44,man,employed_full_time,uk,somewhat,honesty,,
yes,11_20_minutes,email_messaging_apps;smartphone_notifications;social_media_scrolling,sometimes,sometimes,often,somewhat_misaligned,somewhat_more_focused,scheduling_focus_time_timers;working_in_quiet_spaces,"I'd travel back in time and live in an era where there weren't smartphones (or, realistically, I'd shut my phone away in a different room).",Frustrated,age_25_34,woman,employed_full_time,uk,somewhat,,,
yes,more_than_30_minutes,background_noise_environment;colleagues_family_friends;social_media_scrolling,rarely,rarely,sometimes,somewhat_aligned,somewhat_more_focused,taking_breaks_exercise;working_in_quiet_spaces,I would try to relax more and have a quiet environment when needing to focus.,Fustrated,age_35_44,woman,employed_full_time,uk,yes_definitely,loyalty,honesty,
yes,21_30_minutes,colleagues_family_friends;email_messaging_apps;multitasking_switching_tasks,rarely,sometimes,rarely,very_strongly_aligned,much_more_focused_energized,aligning_tasks_with_priorities_values;scheduling_focus_time_timers;taking_breaks_exercise,Remove my phone as a temptation/distraction,Distracted,age_25_34,man,employed_full_time,uk,yes_definitely,kindness_compassion,integrity,
yes,more_than_30_minutes,colleagues_family_friends;email_messaging_apps;multitasking_switching_tasks,sometimes,often,often,somewhat_aligned,much_more_focused_energized,scheduling_focus_time_timers;taking_breaks_exercise;working_in_quiet_spaces,I'd be more disciplined at keeping to my schedule . My job is reactive and this can be challenging to keep to my calendar schedule,Stressed,age_25_34,woman,employed_full_time,uk,not_really,honesty,integrity,kindness_compassion
yes,11_20_minutes,colleagues_family_friends;email_messaging_apps;smartphone_notifications,rarely,rarely,sometimes,somewhat_aligned,somewhat_more_focused,silencing_notifications,No smart phones,frustrated,age_45_54,woman,employed_part_time,uk,yes_definitely,,honesty,kindness_compassion
yes,11_20_minutes,colleagues_family_friends;email_messaging_apps;other,sometimes,often,rarely,neutral,no_difference,none_of_the_above,Being alone would definitely improve my ability to focus.,Bored,age_35_44,woman,employed_part_time,uk,not_really,fairness,honesty,kindness_compassion
yes,more_than_30_minutes,email_messaging_apps;smartphone_notifications,rarely,often,sometimes,very_strongly_aligned,much_more_focused_energized,none_of_the_above,I don't really have a problem with focus and can block out distractions easily. As I get older I find that setting my focus can be difficult. But once I start I can focus,Anger which i tend to direct towards whatever has interupted me,age_55_plus,woman,other,ie,yes_definitely,family,,
